condition,question,gold_answers,em_first_line,em_full,model_answer
closedbook,what is the first step in the evolution of the eye,photoreceptor proteins that sense light|eyespots,0.0,0.0,"The first step in the evolution of the eye is the development of **light-sensitive cells** (photoreceptor cells). These simple cells can detect the presence or absence of light, allowing an organism to sense changes in its environment. This basic light sensitivity is thought to have provided a survival advantage, eventually leading to the evolution of more complex eye structures."
closedbook,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,"The TV show **The Curse of Oak Island** is filmed on **Oak Island**, which is located off the southern shore of Nova Scotia, Canada."
closedbook,where is gall bladder situated in human body,beneath the liver,1.0,1.0,"The **gall bladder** is a small, pear-shaped organ located in the upper right side of the abdomen, just beneath the liver. It sits under the liver and stores bile, a digestive fluid produced by the liver."
closedbook,who is the current director of the us mint,David J. Ryder|David Motl,0.0,0.0,"As of June 2024, the current Director of the United States Mint is Ventris C. Gibson. She was sworn in as the 40th Director of the US Mint on June 22, 2022."
closedbook,what is the main mineral in lithium batteries,Lithium|lithium,1.0,1.0,"The main mineral in lithium batteries is **lithium**, typically sourced from minerals such as **spodumene** (a lithium-bearing mineral) or from lithium-rich brine deposits."
closedbook,right to property according to the constitution of india is a,constitutional right,0.0,0.0,"**Right to property** according to the Constitution of India is a **legal right**, not a fundamental right.  **Explanation:** - Originally, the right to property was a fundamental right under Article 31. - The 44th Amendment Act, 1978, removed it from the list of fundamental rights. - Now, it is a constitutional/legal right under **Article 300A**: ""No person shall be deprived of his property save by authority of law.""  **Summary:**   **"
closedbook,who is the president of usa right now,Donald Trump,0.0,0.0,"As of now (June 2024), the President of the United States is Joe Biden."
closedbook,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,"The **middle cranial fossa** primarily houses the **temporal lobes** of the brain. It also contains important structures such as the **pituitary gland** (in the sella turcica), and parts of the **optic chiasm** and **cavernous sinus**. The middle cranial fossa is located between the anterior and posterior cranial fossae at the base of the skull."
closedbook,where do the greasers live in the outsiders,"Tulsa, Oklahoma",0.0,0.0,"In **""The Outsiders""** by S.E. Hinton, the Greasers live on the **East Side** of town. This area is described as poorer and rougher compared to the wealthier West Side, where the Socs (Socials) live. The Greasers' neighborhood is characterized by modest homes and a working-class environment, reflecting their lower socioeconomic status."
closedbook,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,"In **Grey's Anatomy**, the plane crash occurs in the Season 8 finale (""Flight""). The main characters involved in the crash are Meredith Grey, Derek Shepherd, Cristina Yang, Arizona Robbins, Mark Sloan, and Lexie Grey.  **Lexie Grey** is the character who dies in the immediate aftermath of the plane crash. She is trapped under debris and succumbs to her injuries.  **Mark Sloan** also dies as a result of injuries sustained in the crash, but his death occurs at the"
closedbook,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",0.0,1.0,"In the United States, **hops** are primarily grown in the Pacific Northwest, especially in:  - **Washington State** (Yakima Valley is the largest hop-producing region in the country) - **Oregon** (notably the Willamette Valley) - **Idaho** (Treasure Valley and surrounding areas)  These three states produce over 95% of all hops grown in the US.  Additionally, smaller hop farms can be found in other states such as Michigan, New York,"
closedbook,what's the dog's name on tom and jerry,Spike,1.0,1.0,"The dog's name on **Tom and Jerry** is **Spike**. He is often depicted as a tough, bulldog who sometimes protects Jerry and is frequently annoyed by Tom. Spike also has a son named **Tyke**."
closedbook,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,1.0,"Most of Africa’s petroleum and natural gas resources are found in the following regions:  1. **North Africa**:      - **Algeria, Libya, and Egypt** are the leading producers.      - The **Sahara Desert** region, especially in Algeria and Libya, contains vast oil and gas fields.  2. **West Africa**:      - **Nigeria** is the largest oil producer in Africa, with significant reserves in the **Niger Delta** region."
closedbook,in which sea pearl is found in india,the Indian Ocean,0.0,0.0,"**Pearls in India are primarily found in the sea known as the ""Gulf of Mannar.""**  **Details:** - The **Gulf of Mannar** is located between the southeastern tip of India (Tamil Nadu) and the western coast of Sri Lanka. - This region is famous for its natural pearl oysters (**Pinctada fucata**), which produce pearls. - Historically, the Gulf of Mannar has been one of the most important pearl fisheries in the world.  **"
closedbook,how many countries are a part of opec,14,0.0,0.0,"As of 2024, there are **13 member countries** in OPEC (Organization of the Petroleum Exporting Countries).   The current OPEC member countries are: 1. Algeria   2. Angola   3. Congo (Republic of the Congo)   4. Equatorial Guinea   5. Gabon   6. Iran   7. Iraq   8. Kuwait   9. Libya   10. Nigeria   11. Saudi Arabia   12. United Arab Emirates   13. Venezuela    **Note"
closedbook,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,"A Jeep is generally considered a **sport utility vehicle (SUV)**. Many Jeep models, such as the Wrangler and Grand Cherokee, are also classified as **off-road vehicles** due to their rugged design and four-wheel-drive capabilities. So, a Jeep is primarily an SUV, often with off-road capabilities."
closedbook,what is the name of manchester united stadium,Old Trafford,1.0,1.0,The name of Manchester United's stadium is **Old Trafford**.
closedbook,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,"The theme song for **The Proud Family** is sung by **Solange Knowles**, featuring **Destiny's Child**."
closedbook,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,"The song ""Can't Get You Out of My Head"" was written by Cathy Dennis and Rob Davis."
closedbook,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,0.0,0.0,"**Monetary penalties imposed by the IRS** may affect a variety of individuals and entities, including:  1. **Individual Taxpayers:**     - Anyone who fails to file tax returns, underpays taxes, files late, or provides inaccurate information may be subject to IRS penalties.  2. **Businesses:**     - Corporations, partnerships, and other business entities can face penalties for late filing, late payment, incorrect reporting, or failure to deposit payroll taxes.  3. **Employ"
closedbook,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,"The mother on **How I Met Your Mother** turned out to be **Tracy McConnell**, played by actress **Cristin Milioti**."
closedbook,what is the corporate tax rate in great britain,20%,1.0,1.0,"As of April 2023, the main **corporation tax rate in Great Britain (United Kingdom)** is **25%** for companies with profits over £250,000. For companies with profits of £50,000 or less, the rate is **19%** (the ""small profits rate""). Companies with profits between £50,000 and £250,000 pay a tapered rate.  **Note:** Tax rates and thresholds can change, so it's always best to check the latest information on"
closedbook,what is the meaning of the name sinead,God forgave/God gratified,0.0,0.0,"The name **Sinead** (pronounced ""shi-NAYD"") is of Irish origin. It is the Irish form of the name **Jane** or **Jean**, which ultimately comes from the Hebrew name **Yochanan**, meaning **""God is gracious""** or **""God’s gift""**. Sinead is a popular name in Ireland and is often associated with the famous Irish singer Sinéad O'Connor."
closedbook,what network is showing the monday night football game,ESPN,1.0,1.0,"**Monday Night Football** is broadcast on **ESPN**. Some games may also simulcast on **ABC** (especially early in the season or for special matchups). For the most up-to-date information, check your local listings or the official NFL schedule."
closedbook,what is the form of mozart symphony no 40,G minor|minor key symphonies,1.0,1.0,"**Mozart’s Symphony No. 40 in G minor, K. 550** is a classical symphony composed in 1788. Its overall form follows the standard **Classical four-movement structure**:  1. **First Movement:**      - **Molto allegro**      - **Form:** Sonata form      - **Key:** G minor  2. **Second Movement:**      - **Andante**      - **Form:** Sonata form (sometimes considered"
closedbook,what was the city of beijing previously known as,Peking,1.0,1.0,"The city of **Beijing** was previously known by several names throughout its history. The most notable former name is **Peking**, which is an older Western romanization of the city's name. Additionally, during different dynasties, it was known as **Beiping** (Peiping), **Yanjing**, **Dadu** (under the Yuan dynasty), and **Jicheng** in ancient times.   **Summary:**   - **Peking** (older Western name) -"
closedbook,when is the fourth movie of the divergent series coming out,never made,0.0,0.0,"There is no scheduled release date for a fourth movie in the Divergent series. The original plan was to split the final book, ""Allegiant,"" into two films: ""Allegiant"" (released in 2016) and ""Ascendant."" However, due to poor box office performance and other production issues, the fourth movie (""Ascendant"") was canceled and will not be released. There are currently no plans to continue the film series."
closedbook,who will take the throne after the queen dies,"Charles, Prince of Wales",0.0,0.0,"When Queen Elizabeth II died on September 8, 2022, her eldest son, Charles, immediately became king. He is now known as King Charles III. The line of succession continues with his eldest son, Prince William, who is now first in line to the throne."
closedbook,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,"The ""girl"" in Green Day's ""21 Guns"" music video is **Lisa Stelly**. She plays the female lead opposite Billie Joe Armstrong in the video, which was released in 2009 as part of the band's album *21st Century Breakdown*. Lisa Stelly is an actress and model, and she is known for her appearance in this iconic music video."
closedbook,what are the zords in the power rangers movie,animal-themed Ninja Zords,0.0,0.0,"In the **2017 ""Power Rangers"" movie**, the Zords are giant mechanical creatures piloted by the Rangers. Each Zord is themed after a prehistoric animal, matching the Ranger's color and spirit. Here are the Zords featured in the film:  1. **Tyrannosaurus Zord** – Piloted by Jason (Red Ranger) 2. **Mastodon Zord** – Piloted by Zack (Black Ranger) 3. **Triceratops Zord**"
closedbook,who decides the number of judges in the high court,the President of India,0.0,1.0,"**Answer:**   The number of judges in a High Court is decided by the **President of India**.  **Explanation:**   According to Article 216 of the Indian Constitution, the President determines the number of judges (both permanent and additional) in each High Court from time to time, as deemed necessary. The decision is usually made after consultation with the Chief Justice of India and the Governor of the respective state."
closedbook,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,The process of fusion of an egg with a sperm is called **fertilization**.
closedbook,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,"The vascular layer of the eye is the **uvea**.   It consists of three parts: 1. **Choroid** 2. **Ciliary body** 3. **Iris**  This layer lies between the sclera (outer fibrous layer) and the retina (inner nervous layer), and it provides blood supply to the eye."
closedbook,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,1.0,1.0,"The Cuban revolt against Spain was led by **José Martí** and other Cuban revolutionaries. José Martí is considered the main leader and intellectual force behind the Cuban War of Independence, which began in 1895. Other notable leaders included **Máximo Gómez** and **Antonio Maceo**."
closedbook,when was the first documented case of tool mark identification,1835,1.0,1.0,"The first documented case of tool mark identification is generally credited to the 1835 investigation by **Henry Goddard** at Scotland Yard. Goddard used a physical flaw (a visible mark) on a bullet to link it to a specific mold, helping to solve a murder case. This is considered one of the earliest recorded uses of tool mark (and firearm) identification in forensic science."
closedbook,who has won the mens singles title in the australian open tennis tournament,Roger Federer,0.0,0.0,"The men's singles title at the Australian Open tennis tournament has been won by various players over the years. As of 2024, the record for the most Australian Open men's singles titles is held by **Novak Djokovic**, who has won the tournament **10 times** (2008, 2011–2013, 2015–2016, 2019–2021, 2023).  The most recent winner (2024) is **Jannik Sinner**, who won his"
closedbook,when did beds become popular in france and germany,the 12th century,0.0,0.0,"Beds, as distinct pieces of furniture for sleeping, have a long history in both France and Germany, but their **widespread popularity and use among the general population** developed over time.  ### France - **Medieval Period (5th–15th centuries):** In France, beds were used by the nobility and wealthy classes during the Middle Ages. These were often elaborate, with canopies and curtains. - **Renaissance (15th–17th centuries):** Beds became more"
closedbook,who wrote the song the glory of love,Billy Hill,1.0,1.0,"The song ""The Glory of Love"" was written by Billy Hill in 1936."
closedbook,who wrote the book the origin of species,Charles Darwin,1.0,1.0,"The book **""The Origin of Species""** was written by **Charles Darwin**."
closedbook,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,1.0,1.0,"""Rip It Up and Start Again"" is a song by the Scottish band **Orange Juice**. The song was sung by **Edwyn Collins**, the band's lead vocalist. It was released in 1982 as part of their album *Rip It Up*."
closedbook,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",0.0,0.0,"The next Winter Olympics will be held in **Milan-Cortina, Italy**, in **2026**. The official dates for the 2026 Winter Olympics are **February 6 to February 22, 2026**."
closedbook,when does the miz and maryse show start,2018,1.0,1.0,"**""Miz & Mrs.""**—the reality TV show starring WWE Superstars The Miz (Mike Mizanin) and Maryse—**premiered on July 24, 2018** on the USA Network.   If you’re asking about the very first episode, that’s the date it started. If you’re looking for information about a new season, as of June 2024, there have been three seasons, with the most recent episodes airing in 2022."
closedbook,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",0.0,0.0,"The first season of **Slasher** was filmed in **Parry Sound, Ontario, Canada**."
closedbook,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,0.0,0.0,"The phrase ""If a tree falls in the woods and nobody hears it, does it make a sound?"" is a philosophical thought experiment, not a direct quote from a single person. It is most commonly associated with discussions of observation and reality in philosophy, particularly in relation to **George Berkeley**, an 18th-century Irish philosopher. Berkeley explored ideas about perception and existence, famously summarized as ""to be is to be perceived"" (""esse est percipi"").  So, while **George Berkeley** did"
closedbook,turkish finnish and hungarian belong to which family of languages,Uralic languages,0.0,1.0,"Turkish, Finnish, and Hungarian belong to different language families:  - **Turkish** belongs to the **Turkic** language family. - **Finnish** belongs to the **Finno-Ugric** branch of the **Uralic** language family. - **Hungarian** also belongs to the **Finno-Ugric** branch of the **Uralic** language family.  So, Finnish and Hungarian are related as Uralic languages (specifically Finno-U"
closedbook,when did united states enter world war i,April 1917,0.0,0.0,"The United States entered World War I on **April 6, 1917**, when Congress declared war on Germany."
closedbook,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,The theory of unbalanced economic growth was given by **Albert O. Hirschman**.
closedbook,where did the term spirits for alcohol come from,Middle Eastern alchemy,0.0,0.0,"The term **""spirits""** for alcohol comes from the process of **distillation**. The word has its roots in **alchemy** and **Latin**.  ### Origins: - **Latin:** The word ""spiritus"" means ""breath"" or ""spirit."" - **Alchemy:** Early alchemists noticed that when they distilled fermented liquids, a vapor or ""spirit"" would rise and could be collected. They believed this vapor was the ""spirit"" or essence"
closedbook,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,The soldiers who ended the raid on the Harpers Ferry arsenal were led by **Colonel Robert E. Lee**.
closedbook,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,"Disney's Art of Animation Resort opened on **May 31, 2012**."
closedbook,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,"A **subcutaneous injection** is made into the layer of fat and connective tissue just beneath the skin, but above the muscle. This layer is called the **subcutaneous tissue** or **subcutis**.  **Common sites for subcutaneous injections include:** - The outer aspect of the upper arm - The abdomen (at least 2 inches away from the navel) - The front of the thigh - The upper buttocks or lower back  **Summary:**   A subcutaneous"
closedbook,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,"Most nutrients are absorbed in the **small intestine** of the human digestive tract. Specifically, the majority of absorption occurs in the **jejunum** and **ileum**, which are parts of the small intestine."
closedbook,when do primary ossification centers appear in an embryo,prenatal development,0.0,0.0,"**Primary ossification centers** typically appear in the **embryo between the 7th and 12th weeks of intrauterine (fetal) development**.   - For most long bones, **primary ossification centers begin to form around the 8th week of embryonic life**. - The process starts in the **diaphysis (shaft) of long bones** and gradually spreads outward.  **Summary:**   Primary ossification centers appear in the embryo **around the"
closedbook,where does kevins family go in home alone 2,Florida,1.0,1.0,"In **Home Alone 2: Lost in New York**, Kevin's family goes to **Florida** for their Christmas vacation. However, Kevin accidentally boards a different plane and ends up in New York City while his family is in Florida."
closedbook,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,"Season 2 of **Jessica Jones** was released on **March 8, 2018** on Netflix."
closedbook,what is final season of game of thrones,The eighth|eighth|the eighth season,0.0,0.0,"The final season of **Game of Thrones** is **Season 8**. It premiered on April 14, 2019, and concluded on May 19, 2019, with a total of 6 episodes."
closedbook,an edge that is between a vertex and itself is a,loop,1.0,1.0,An edge that is between a vertex and itself is a **loop**.
closedbook,when does the little couples new season start,"September 19, 2017",0.0,0.0,"As of now (June 2024), there has been **no official announcement** regarding a new season or premiere date for *The Little Couple*. The show has been on hiatus since its last season aired in 2019, and TLC has not confirmed any plans for a new season.   Fans are encouraged to follow TLC’s official channels or the stars’ social media for any updates."
closedbook,how tall is the actor who plays hagrid in harry potter,6ft 1in,0.0,0.0,"The actor who plays Hagrid in the Harry Potter films is Robbie Coltrane. Robbie Coltrane was about **6 feet 1 inch (185 cm)** tall. However, Hagrid is described as being much taller (around 8 feet) in the books and movies, so special effects and camera tricks were used to make Coltrane appear much larger on screen."
closedbook,what is the job of justice of the peace,dispense summary justice,0.0,0.0,"A **Justice of the Peace (JP)** is a judicial officer whose main job is to perform minor legal duties in the community. The specific responsibilities can vary by country or region, but generally, the job of a Justice of the Peace includes:  - **Witnessing and certifying documents:** JPs can witness signatures on legal documents, certify copies of original documents, and administer oaths or affirmations. - **Hearing minor cases:** In some places, JPs preside over minor criminal matters"
closedbook,who won the oscar for best picture in 1976,Rocky,0.0,0.0,"The Oscar for Best Picture in 1976 was won by **""One Flew Over the Cuckoo's Nest""**. (Note: The award was presented at the 48th Academy Awards in 1976 for films released in 1975.)"
closedbook,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,"The trainer who has trained the most Melbourne Cup winners is **Bart Cummings**. He is known as the ""Cups King"" and trained **12 Melbourne Cup winners** between 1965 and 2008."
closedbook,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,"**Mapp v. Ohio** (1961) was a landmark United States Supreme Court case. The main people and parties involved were:  1. **Dollree Mapp** – The defendant, whose home was searched by police without a warrant. She was convicted of possessing obscene materials. 2. **The State of Ohio** – The prosecution, representing the state that charged Mapp with the crime. 3. **Cleveland Police Officers** – The officers who conducted the warrantless search of"
closedbook,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,0.0,1.0,"Kat Slater's sisters in **EastEnders** are:  - **Lynne Slater** - **Little Mo Slater** (real name: Maureen) - **Belinda Slater**  Additionally, **Zoe Slater** was originally believed to be Kat's sister, but it was later revealed that Zoe is actually Kat's daughter."
closedbook,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,0.0,0.0,"The Philadelphia Eagles last played in the Super Bowl on **February 12, 2023** (Super Bowl LVII), where they faced the Kansas City Chiefs. The Eagles lost the game, with a final score of 38-35."
closedbook,what is the cross on a letter t called,arm|crossbar,1.0,1.0,The cross on a letter **t** is called the **crossbar**.
closedbook,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,"The evil doctor in ""Wonder Woman"" (2017) is **Doctor Poison**, whose real name is Dr. Isabel Maru. She is played by Spanish actress **Elena Anaya**."
closedbook,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,0.0,1.0,"The main stars of the movie **""Summer of '42""** (1971) are:  - **Jennifer O'Neill** as Dorothy - **Gary Grimes** as Hermie - **Jerry Houser** as Oscy - **Oliver Conant** as Benjie  These actors played the central roles in this coming-of-age drama directed by Robert Mulligan."
closedbook,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,"""**Sacrifice**"" by Elton John is on the album **Sleeping with the Past**, released in 1989."
closedbook,when did they replace lead with graphite in pencils,never contained the element lead,0.0,0.0,"Lead was never actually used in pencils; the ""lead"" in pencils has always been a misnomer. The material used in pencils is **graphite**, which was first used for this purpose in the **mid-16th century**.  **History:** - In **1564**, a large deposit of graphite was discovered in Borrowdale, England. People initially thought it was a form of lead, so they called it ""plumbago"" (Latin for ""lead ore""). - The"
closedbook,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,1.0,1.0,"You can find DNA in almost every cell of the body. Most of the DNA is located inside the cell nucleus (nuclear DNA), but a small amount is also found in the mitochondria (mitochondrial DNA). So, DNA is present in the nucleus and mitochondria of nearly all your cells, except for a few types like mature red blood cells, which do not have a nucleus."
closedbook,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,"At the **1924 Winter Olympics** in Chamonix, France, **Norway** won the most medals. The Norwegian team earned a total of **17 medals**: 4 gold, 7 silver, and 6 bronze. This made Norway the top-performing nation at the inaugural Winter Olympic Games."
closedbook,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,0.0,0.0,The final season of **Downton Abbey** is **Season 6**. It originally aired in 2015 in the UK and concluded the series.
closedbook,which site of an enzyme is called allosteric site,regulatory site,0.0,0.0,"The **allosteric site** of an enzyme is a specific location on the enzyme, **other than the active site**, where molecules (called allosteric effectors or modulators) can bind. Binding at the allosteric site causes a change in the enzyme's shape and activity, either increasing or decreasing its function."
closedbook,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,0.0,0.0,"The breakup of the Democratic-Republican Party in the 1820s was caused by several factors:  1. **Factions and Regional Differences:** As the only major national party after the decline of the Federalists, the Democratic-Republicans became a broad coalition with significant internal divisions. Different regions (North, South, West) had conflicting interests on issues like tariffs, internal improvements, and slavery.  2. **The ""Era of Good Feelings"":** With little opposition, the party grew"
closedbook,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,"The song **""You'll Never Find Another Love Like Mine""** is sung by **Lou Rawls**."
closedbook,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",0.0,0.0,"The original **""The Flight of the Phoenix""** (1965) was filmed primarily in the **Algodones Dunes** (also known as the Imperial Sand Dunes) near **Yuma, Arizona**, and in the **Buttercup Valley** area of the California desert. Some scenes were also shot at the 20th Century Fox Studios in Los Angeles, California. The desert locations were chosen to convincingly portray the film's setting in the Sahara Desert."
closedbook,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,"The United States, under President James Monroe, warned Europe to stay out of the Americas through the **Monroe Doctrine** in 1823. This policy declared that European powers should not interfere in the affairs of the Western Hemisphere."
closedbook,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,0.0,0.0,"The formation of ATP (adenosine triphosphate) primarily takes place in the **mitochondria** of eukaryotic cells. This process is known as **cellular respiration**, specifically during the stage called **oxidative phosphorylation** (the electron transport chain and chemiosmosis).  Additionally, ATP is also formed in the **cytoplasm** during **glycolysis** and in the **mitochondrial matrix** during the **Krebs cycle** (citric"
closedbook,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,"The song ""What a Friend We Have in Jesus"" was written by Joseph M. Scriven. The music was composed by Charles C. Converse."
closedbook,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,"The man who walked across the Twin Towers is **Philippe Petit**. On August 7, 1974, the French high-wire artist performed an unauthorized tightrope walk between the Twin Towers of the World Trade Center in New York City. His daring feat was later documented in the film *Man on Wire* and the movie *The Walk*."
closedbook,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",0.0,0.0,"The royalties for **Winnie the Pooh** depend on the specific rights and the country in question, as well as the time period.  ### Original Rights and Royalties - **A. A. Milne**, the creator of Winnie the Pooh, assigned most of the rights to his works (including Pooh) to several parties during his lifetime. - In 1930, **Stephen Slesinger** acquired U.S. and Canadian merchandising, television, and other rights from Milne. - In"
closedbook,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,1.0,1.0,"**All the motor neurons that control the skeletal muscles are called _somatic motor neurons_.**  These neurons are part of the **somatic nervous system** and their cell bodies are located in the central nervous system (CNS), specifically in the anterior horn of the spinal cord or in cranial nerve motor nuclei. Their axons extend out to innervate skeletal muscle fibers, causing voluntary muscle contraction."
closedbook,how old is the actress who plays phyllis on y&r,Gina Tognoni|age 44,0.0,0.0,"As of 2024, the actress who plays Phyllis Summers on *The Young and the Restless* is **Michelle Stafford**. She was born on September 14, 1965, which makes her **58 years old**."
closedbook,who has scored more goals in the premier league,Alan Shearer,1.0,1.0,"**Alan Shearer** has scored the most goals in Premier League history, with **260 goals**."
closedbook,total number of mna in pakistan national assembly,332 members|332,0.0,0.0,"The total number of Members of the National Assembly (MNAs) in Pakistan is **336**.  This includes:  - **266** general seats (elected directly) - **60** reserved seats for women - **10** reserved seats for non-Muslims  So, the total is **266 + 60 + 10 = 336 MNAs**."
closedbook,who played stumpy in the movie rio bravo,Walter Brennan,1.0,1.0,"Stumpy in the movie **""Rio Bravo""** (1959) was played by **Walter Brennan**."
closedbook,where is the protien made in the cell,in the cell nucleus|cell nucleus,0.0,0.0,"Protein is made in the **ribosomes** of the cell. Ribosomes can be found floating freely in the cytoplasm or attached to the **endoplasmic reticulum** (specifically, the rough endoplasmic reticulum)."
closedbook,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,0.0,0.0,"If there is a line that lies parallel to the horizon, it is said to be **horizontal**."
closedbook,when's the last time the philadelphia eagles played the new england patriots,in Super Bowl LII,0.0,0.0,"The last time the Philadelphia Eagles played the New England Patriots was on **September 10, 2023**, during Week 1 of the 2023 NFL season. The game was held at Gillette Stadium in Foxborough, Massachusetts. The Eagles won the game 25-20."
closedbook,what was the purpose of a revival meeting during the second great awakening,evangelizing,0.0,0.0,"A **revival meeting** during the **Second Great Awakening** (early 19th-century America) was a large religious gathering designed to inspire renewed faith and spiritual enthusiasm among attendees. The main purposes of these meetings were:  - **To encourage personal religious conversion:** Preachers called on individuals to repent for their sins and accept salvation, often resulting in emotional, public displays of faith. - **To spread evangelical Christianity:** Revival meetings helped spread Protestant beliefs, especially among Methodists and Baptists,"
